hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,11,2024,March,4,1,2,1,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,,0,Transient,75,0,0,Check-Out,31-01-17
City Hotel,0,9,2024,February,4,29,2,2,2,0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,,0,Transient,75,0,0,Check-Out,31-01-17
City Hotel,0,35,2024,February,4,28,2,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,61.11,0,1,Check-Out,31-01-17
City Hotel,0,3,2024,March,4,1,2,1,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,,0,Transient,75,0,0,Check-Out,31-01-17
City Hotel,0,19,2024,March,5,3,1,0,1,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,7,,0,Transient,60.06,0,1,Check-Out,31-01-17
City Hotel,0,13,2024,March,8,27,0,1,1,0,0,SC,ITA,Direct,Direct,1,0,1,A,A,1,No Deposit,14,,0,Transient,88,0,0,Check-Out,24-02-17
City Hotel,0,40,2024,March,5,2,2,0,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,101.75,0,2,Check-Out,31-01-17
City Hotel,0,5,2024,March,5,3,1,0,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,,0,Transient,98,0,0,Check-Out,31-01-17
City Hotel,0,5,2024,March,5,3,1,0,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,107,1,0,Check-Out,31-01-17
City Hotel,0,20,2024,March,5,3,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,410,0,Transient-Party,80,0,0,Check-Out,31-01-17
City Hotel,0,20,2024,March,5,3,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,410,0,Transient-Party,80,0,0,Check-Out,31-01-17
City Hotel,0,20,2024,March,5,3,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,410,0,Transient-Party,80,0,0,Check-Out,31-01-17
City Hotel,0,10,2024,February,4,29,2,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,63.2,0,1,Check-Out,31-01-17
City Hotel,0,28,2024,March,5,2,2,0,3,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9,,0,Transient,151.75,0,1,Check-Out,31-01-17
City Hotel,0,0,2024,March,5,3,1,0,1,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,94,,0,Transient,65,0,1,Check-Out,31-01-17
City Hotel,0,0,2024,March,5,4,0,1,1,0,0,BB,GBR,Offline TA/TO,TA/TO,1,0,0,A,D,0,No Deposit,94,,0,Transient,65,0,1,Check-Out,01-02-17
City Hotel,0,0,2024,July,23,6,1,0,1,0,0,BB,GBR,Offline TA/TO,TA/TO,1,0,2,A,A,0,No Deposit,94,,0,Group,65,0,3,Check-Out,05-06-17
City Hotel,0,41,2024,February,4,29,2,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,84.69,0,0,Check-Out,31-01-17
City Hotel,0,1,2024,February,4,27,2,4,1,0,0,BB,GBR,Corporate,Corporate,0,0,0,A,A,0,No Deposit,73,,0,Transient-Party,65,0,0,Check-Out,31-01-17
City Hotel,0,3,2024,March,5,3,1,0,2,0,0,BB,ITA,Direct,Direct,0,0,0,A,A,1,No Deposit,14,,0,Transient,98,0,2,Check-Out,31-01-17
City Hotel,0,0,2024,March,4,1,2,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,88,0,0,Check-Out,31-01-17
City Hotel,0,262,2024,February,4,29,2,2,2,0,0,BB,ARG,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,68.56,1,1,Check-Out,31-01-17
City Hotel,0,77,2024,March,5,2,2,0,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,79.2,0,1,Check-Out,31-01-17
City Hotel,0,30,2024,March,4,1,2,1,2,2,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,,0,Transient,170.33,0,2,Check-Out,31-01-17
City Hotel,0,20,2024,March,5,3,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,410,0,Transient-Party,80,0,0,Check-Out,31-01-17
City Hotel,0,0,2024,March,5,4,0,1,1,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,93,0,0,Check-Out,01-02-17
City Hotel,0,1,2024,March,5,4,0,1,1,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28,,0,Transient,75,0,0,Check-Out,01-02-17
City Hotel,0,4,2024,March,5,4,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28,,0,Transient,75,0,0,Check-Out,01-02-17
City Hotel,0,0,2024,March,5,4,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83,,0,Transient,78.4,0,0,Check-Out,01-02-17
City Hotel,0,15,2024,February,4,29,2,3,1,0,0,BB,ESP,Online TA,GDS,0,0,0,A,A,0,No Deposit,195,,0,Transient,98,0,0,Check-Out,01-02-17
City Hotel,0,6,2024,March,5,4,0,1,1,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28,,0,Transient,75,0,0,Check-Out,01-02-17
City Hotel,0,1,2024,March,5,4,0,1,1,0,0,BB,ESP,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,174,0,Transient,80,0,0,Check-Out,01-02-17
City Hotel,0,0,2024,March,5,3,1,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,39.6,0,1,Check-Out,01-02-17
City Hotel,0,286,2024,March,4,1,2,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,7,,0,Transient,67.31,0,1,Check-Out,01-02-17
City Hotel,0,0,2024,March,5,3,1,1,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,48.6,0,1,Check-Out,01-02-17
City Hotel,0,0,2024,March,5,3,1,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,39.6,0,1,Check-Out,01-02-17
City Hotel,0,0,2024,March,5,3,1,1,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,39.6,0,1,Check-Out,01-02-17
City Hotel,0,1,2024,March,5,4,0,1,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,98,0,2,Check-Out,01-02-17
City Hotel,0,1,2024,March,5,4,0,2,1,0,0,BB,BRA,Corporate,Corporate,0,0,0,A,A,1,No Deposit,,40,0,Transient,65,0,0,Check-Out,02-02-17
City Hotel,0,11,2024,February,4,29,2,3,1,0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,48.5,0,1,Check-Out,01-02-17
City Hotel,0,6,2024,March,5,4,0,1,1,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,,0,Transient,146,0,1,Check-Out,01-02-17
City Hotel,0,3,2024,March,5,2,2,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83,,0,Transient,86.4,0,0,Check-Out,01-02-17
City Hotel,0,12,2024,March,4,1,2,2,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,74.8,0,2,Check-Out,01-02-17
City Hotel,0,1,2024,March,5,3,1,1,2,1,0,BB,CHN,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,81.99,0,4,Check-Out,01-02-17
City Hotel,0,23,2024,March,4,1,2,2,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,60.94,0,1,Check-Out,01-02-17
City Hotel,0,1,2024,March,5,3,1,1,2,0,0,BB,CHN,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,81.99,0,2,Check-Out,01-02-17
City Hotel,0,0,2024,March,5,4,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83,,0,Transient,78.4,0,0,Check-Out,01-02-17
City Hotel,0,0,2024,February,4,29,2,3,2,2,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,,0,Transient,88.4,0,2,Check-Out,01-02-17
City Hotel,0,240,2024,March,5,5,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,79.2,0,2,Check-Out,02-02-17
City Hotel,0,2,2024,March,5,5,0,1,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,88,0,1,Check-Out,02-02-17
City Hotel,0,77,2024,March,5,3,1,2,3,0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,133.74,1,3,Check-Out,02-02-17
City Hotel,0,5,2024,March,5,6,0,0,0,0,0,SC,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,,0,Transient,0,0,3,Check-Out,02-02-17
City Hotel,0,7,2024,March,5,2,2,2,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,54.71,0,0,Check-Out,02-02-17
City Hotel,0,28,2024,February,4,28,2,5,2,0,0,HB,DZA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,83,,0,Transient,95.98,0,0,Check-Out,02-02-17
City Hotel,0,5,2024,March,5,4,0,2,2,0,0,BB,DZA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,108,0,1,Check-Out,02-02-17
City Hotel,0,4,2024,March,5,3,1,2,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,98,1,1,Check-Out,02-02-17
City Hotel,0,6,2024,March,5,5,0,1,1,0,0,BB,ESP,Direct,Direct,0,0,0,A,A,1,No Deposit,14,,0,Transient,93,0,0,Check-Out,02-02-17
City Hotel,0,36,2024,March,5,2,2,2,2,0,0,BB,CHL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,97.3,1,2,Check-Out,02-02-17
City Hotel,0,1,2024,March,5,5,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,426,0,Transient,80,0,0,Check-Out,02-02-17
City Hotel,0,1,2024,July,26,30,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,,426,0,Transient,95,0,0,Check-Out,29-06-17
City Hotel,0,54,2024,March,5,3,1,2,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,93.6,0,1,Check-Out,02-02-17
City Hotel,0,10,2024,March,5,4,0,2,3,1,0,BB,CHN,Direct,Direct,0,0,0,E,E,0,No Deposit,14,,0,Transient,183,0,2,Check-Out,02-02-17
City Hotel,0,1,2024,March,5,5,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,14,,0,Transient,93,0,0,Check-Out,02-02-17
City Hotel,0,5,2024,March,5,5,0,1,1,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,98,0,1,Check-Out,02-02-17
City Hotel,0,1,2024,March,5,4,0,2,1,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,10,,0,Transient,70.2,0,0,Check-Out,02-02-17
City Hotel,0,45,2024,March,5,2,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42,,0,Transient,72,0,1,Check-Out,02-02-17
City Hotel,0,29,2024,March,5,4,0,2,2,0,0,HB,ESP,Direct,Direct,0,0,0,A,A,1,No Deposit,14,,0,Transient,145,0,1,Check-Out,02-02-17
City Hotel,0,12,2024,March,5,4,0,2,2,0,0,BB,CHN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138,,0,Transient,89,0,0,Check-Out,02-02-17
City Hotel,0,68,2024,March,4,1,2,3,2,1,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,22,,0,Transient,114.75,0,0,Check-Out,02-02-17
City Hotel,0,68,2024,March,4,1,2,3,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22,,0,Transient,79.75,0,0,Check-Out,02-02-17
City Hotel,0,4,2024,March,5,4,0,2,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22,,0,Transient,80,0,1,Check-Out,02-02-17
City Hotel,0,17,2024,March,4,1,2,3,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,,0,Transient,121.64,1,3,Check-Out,02-02-17
City Hotel,0,1,2024,March,5,5,0,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,88,0,1,Check-Out,02-02-17
City Hotel,0,17,2024,March,4,1,2,3,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,9,,0,Transient,134.8,1,3,Check-Out,02-02-17
City Hotel,0,1,2024,March,5,6,0,3,3,0,0,BB,PRT,Online TA,TA/TO,1,0,0,F,F,1,No Deposit,7,,0,Group,152.46,0,3,Check-Out,05-02-17
City Hotel,0,43,2024,March,4,1,2,3,2,0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85,,0,Transient,68,0,1,Check-Out,02-02-17
City Hotel,0,43,2024,March,4,1,2,3,2,0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85,,0,Transient,68,0,1,Check-Out,02-02-17
City Hotel,0,0,2024,March,5,6,0,0,2,0,0,SC,PRT,Direct,Direct,1,0,0,A,A,1,No Deposit,,,0,Transient,0,0,0,Check-Out,02-02-17
City Hotel,0,45,2024,March,5,2,2,2,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42,,0,Transient,72,0,1,Check-Out,02-02-17
City Hotel,0,0,2024,March,5,3,1,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,216,0,Transient,93,0,0,Check-Out,02-02-17
City Hotel,0,0,2024,March,5,4,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,117,0,0,Check-Out,02-02-17
City Hotel,0,26,2024,March,5,2,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,7,,0,Transient,67.99,0,1,Check-Out,02-02-17
City Hotel,0,154,2024,February,4,29,2,4,2,2,0,BB,BRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,7,,0,Transient,143.84,0,1,Check-Out,02-02-17
City Hotel,0,23,2024,March,5,6,0,0,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,0,0,1,Check-Out,02-02-17
City Hotel,0,0,2024,March,5,6,0,0,1,0,0,BB,PRT,Online TA,TA/TO,1,0,0,A,K,1,No Deposit,9,,0,Transient,0,0,1,Check-Out,02-02-17
City Hotel,0,9,2024,March,5,5,0,2,1,0,0,BB,CHE,Direct,Direct,0,0,0,A,A,1,No Deposit,,174,0,Transient,80,0,0,Check-Out,03-02-17
City Hotel,0,12,2024,March,4,1,2,4,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28,,0,Transient,105,0,0,Check-Out,03-02-17
City Hotel,0,57,2024,February,4,26,2,8,3,0,0,BB,RUS,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,130.9,0,0,Check-Out,03-02-17
City Hotel,0,12,2024,March,5,3,1,3,3,0,0,BB,CRI,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,,0,Transient,125.8,0,3,Check-Out,03-02-17
City Hotel,0,10,2024,March,5,3,1,3,2,0,0,BB,AUT,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,77,0,0,Check-Out,03-02-17
City Hotel,0,14,2024,March,5,6,0,1,1,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,D,2,No Deposit,,396,0,Transient-Party,80,0,0,Check-Out,03-02-17
City Hotel,0,1,2024,March,5,6,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,118,0,1,Check-Out,03-02-17
City Hotel,0,0,2024,March,5,6,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,93,0,0,Check-Out,03-02-17
City Hotel,0,73,2024,March,5,3,1,3,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,10,,0,Transient,67.3,0,0,Check-Out,03-02-17
City Hotel,0,67,2024,March,5,3,1,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,88.4,0,1,Check-Out,03-02-17
City Hotel,0,32,2024,March,5,3,1,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,90.1,0,0,Check-Out,03-02-17
City Hotel,0,53,2024,March,5,3,1,3,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,,0,Transient,122.4,0,1,Check-Out,03-02-17
City Hotel,0,4,2024,March,5,3,1,3,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,65,1,1,Check-Out,03-02-17
City Hotel,0,69,2024,March,5,2,2,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,97.4,1,1,Check-Out,03-02-17
City Hotel,0,0,2024,February,4,25,3,8,1,2,0,BB,AGO,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,88,0,0,Check-Out,03-02-17
City Hotel,0,0,2024,February,4,25,3,8,2,0,0,BB,AGO,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,88,0,0,Check-Out,03-02-17
City Hotel,0,19,2024,March,5,5,0,2,1,0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,98,0,1,Check-Out,03-02-17
City Hotel,0,19,2024,March,5,5,0,2,1,0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,98,0,1,Check-Out,03-02-17
City Hotel,0,59,2024,February,4,27,2,7,2,0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,,0,Transient,88.98,0,2,Check-Out,03-02-17
City Hotel,0,19,2024,March,5,5,0,2,1,0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,98,0,1,Check-Out,03-02-17
City Hotel,0,19,2024,March,5,5,0,2,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,98,0,1,Check-Out,03-02-17
City Hotel,0,10,2024,March,5,2,2,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,,0,Transient,75,0,0,Check-Out,03-02-17
City Hotel,0,19,2024,March,5,5,0,2,1,0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,98,0,1,Check-Out,03-02-17
City Hotel,0,1,2024,March,5,6,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,86,0,0,Check-Out,03-02-17
City Hotel,0,1,2024,March,5,6,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,77,0,0,Check-Out,03-02-17
City Hotel,0,9,2024,March,5,2,2,3,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28,,0,Transient,100,0,0,Check-Out,03-02-17
City Hotel,0,68,2024,February,4,29,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,64.67,0,0,Check-Out,03-02-17
City Hotel,0,3,2024,March,5,6,0,3,1,0,0,SC,AGO,Direct,Direct,0,0,0,A,A,4,No Deposit,,,0,Transient,78,0,0,Check-Out,05-02-17
City Hotel,0,0,2024,March,5,3,1,3,3,0,0,BB,BRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,,0,Transient,134.8,1,2,Check-Out,03-02-17
City Hotel,0,15,2024,March,5,5,0,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,,0,Transient,75,0,0,Check-Out,04-02-17
City Hotel,0,30,2024,March,5,3,1,4,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,90.1,0,1,Check-Out,04-02-17
City Hotel,0,106,2024,March,5,7,0,1,4,0,0,BB,BRA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,7,,0,Transient,192.8,0,1,Check-Out,04-02-17
City Hotel,0,57,2024,March,5,6,0,2,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,93.6,1,1,Check-Out,04-02-17
City Hotel,0,32,2024,March,5,3,1,4,3,0,0,BB,BRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,,0,Transient,115.6,0,3,Check-Out,04-02-17
City Hotel,0,14,2024,March,5,7,0,1,1,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,88,0,1,Check-Out,04-02-17
City Hotel,0,1,2024,March,5,2,2,4,2,1,0,BB,TUR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,108.8,0,2,Check-Out,04-02-17
City Hotel,0,8,2024,March,5,6,0,2,1,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,28,,0,Transient,75,0,0,Check-Out,04-02-17
City Hotel,0,14,2024,March,5,7,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,84,0,1,Check-Out,04-02-17
City Hotel,0,2,2024,July,23,10,0,1,2,0,0,BB,PRT,Direct,Direct,1,0,1,A,A,0,No Deposit,,,0,Transient,108,0,3,Check-Out,09-06-17
City Hotel,0,1,2024,March,5,6,0,2,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,158,0,1,Check-Out,04-02-17
City Hotel,0,0,2024,March,5,7,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,159,,0,Transient,75,0,0,Check-Out,04-02-17
City Hotel,0,14,2024,March,5,6,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,2,No Deposit,,396,0,Transient-Party,80,0,0,Check-Out,04-02-17
City Hotel,0,15,2024,March,5,7,0,1,1,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,D,1,No Deposit,,396,0,Transient-Party,89,0,0,Check-Out,04-02-17
City Hotel,0,9,2024,March,5,4,0,4,2,0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,74.8,0,2,Check-Out,04-02-17
City Hotel,0,15,2024,March,5,7,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,1,No Deposit,,396,0,Transient-Party,80,0,0,Check-Out,04-02-17
City Hotel,0,0,2024,March,5,7,0,1,2,0,0,SC,PRT,Direct,Direct,0,0,0,A,A,3,No Deposit,,,0,Transient,88,0,0,Check-Out,04-02-17
City Hotel,0,23,2024,March,4,1,2,5,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,49.74,0,1,Check-Out,04-02-17
City Hotel,0,6,2024,March,5,2,2,4,2,0,0,BB,GBR,Direct,Direct,0,0,0,D,D,1,No Deposit,14,,0,Transient,98.88,0,1,Check-Out,04-02-17
City Hotel,0,0,2024,March,5,4,0,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,100.25,0,0,Check-Out,04-02-17
City Hotel,0,1,2024,March,5,6,0,2,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,97,0,1,Check-Out,04-02-17
City Hotel,0,14,2024,March,5,6,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,2,No Deposit,,396,0,Transient-Party,80,0,0,Check-Out,04-02-17
City Hotel,0,4,2024,March,5,7,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,1,No Deposit,,396,0,Transient-Party,80,0,0,Check-Out,04-02-17
City Hotel,0,4,2024,March,5,7,0,1,2,1,0,BB,DEU,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,,0,Transient,128,0,1,Check-Out,04-02-17
City Hotel,0,14,2024,March,5,6,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,2,No Deposit,,396,0,Transient-Party,80,0,0,Check-Out,04-02-17
City Hotel,0,14,2024,March,5,6,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,2,No Deposit,,396,0,Transient-Party,80,0,0,Check-Out,04-02-17
City Hotel,0,2,2024,March,5,7,0,1,1,0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,80,0,0,Check-Out,04-02-17
City Hotel,0,55,2024,March,5,5,0,3,2,0,0,BB,IRL,Direct,Direct,0,0,0,A,D,0,No Deposit,14,,0,Transient,79.2,0,0,Check-Out,04-02-17
City Hotel,0,20,2024,March,5,4,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,108.75,0,0,Check-Out,04-02-17
City Hotel,0,26,2024,March,5,5,0,3,2,0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,71.69,0,1,Check-Out,04-02-17
City Hotel,0,26,2024,March,5,5,0,3,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,71.69,0,1,Check-Out,04-02-17
City Hotel,0,7,2024,March,5,7,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,14,,0,Transient,98,0,0,Check-Out,04-02-17
City Hotel,0,72,2024,March,5,6,0,2,2,0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,71.28,0,1,Check-Out,04-02-17
City Hotel,0,13,2024,March,5,2,2,4,1,1,0,HB,CHN,Direct,Direct,0,0,0,B,A,2,No Deposit,14,,0,Transient,123.1,0,0,Check-Out,04-02-17
